sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Jonathan Berthelot,MG Special,Gogozoom,Won,2017-10-05,2017-10-12,53.0
Kami Bicknell,GTXPro,Finjob,Won,2017-10-05,2017-11-24,4362.0
Kary Hendrixson,GTXPro,unknown,Engaging,2017-10-05,,472.0
Marty Freudenburg,GTX Basic,Warephase,Won,2017-10-05,2017-12-24,550.0
Moses Frase,MG Special,Stanredtax,Won,2017-10-05,2017-12-28,50.0
Niesha Huffines,GTX Plus Basic,Dontechi,Lost,2017-10-05,2017-10-13,0.0
Niesha Huffines,GTX Plus Basic,Dontechi,Lost,2017-10-05,2017-10-15,0.0
Niesha Huffines,GTXPro,Funholding,Lost,2017-10-05,2017-10-15,0.0
Reed Clapper,GTXPro,Gekko & Co,Won,2017-10-05,2017-12-31,4651.0
Reed Clapper,MG Advanced,Umbrella Corporation,Won,2017-10-05,2017-12-17,3285.0
Rosalina Dieter,GTX Basic,Faxquote,Lost,2017-10-05,2017-10-11,0.0
Rosie Papadopoulos,MG Advanced,Umbrella Corporation,Won,2017-10-05,2017-10-11,3002.0
Versie Hillebrand,GTX Basic,Betatech,Lost,2017-10-05,2017-10-16,0.0
Versie Hillebrand,MG Special,Conecom,Won,2017-10-05,2017-10-07,58.0
Vicki Laflamme,MG Special,Zoomit,Lost,2017-10-05,2017-10-08,0.0
Vicki Laflamme,MG Advanced,Doncon,Won,2017-10-05,2017-10-08,3435.0
Zane Levy,MG Special,Xx-holding,Lost,2017-10-05,2017-10-07,0.0
Anna Snelling,MG Special,Funholding,Lost,2017-10-06,2017-11-24,0.0
Anna Snelling,MG Advanced,Ron-tech,Lost,2017-10-06,2017-10-08,0.0
Boris Faz,GTX Basic,Konex,Won,2017-10-06,2017-12-14,492.0
Boris Faz,GTXPro,Xx-zobam,Won,2017-10-06,2017-10-07,4401.0
Cassey Cress,MG Special,Zathunicon,Won,2017-10-06,2017-12-26,50.0
Cassey Cress,MG Advanced,Bubba Gump,Won,2017-10-06,2017-11-12,3333.0
Corliss Cosme,GTX Plus Basic,Donware,Won,2017-10-06,2017-10-16,1095.0
Daniell Hammack,MG Advanced,unknown,Engaging,2017-10-06,,472.0
Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-10-06,2017-11-22,5595.0
Darcel Schlecht,GTXPro,Finhigh,Won,2017-10-06,2017-10-08,4461.0
Donn Cantrell,GTX Plus Basic,Yearin,Lost,2017-10-06,2017-10-16,0.0
Elease Gluck,MG Special,unknown,Engaging,2017-10-06,,472.0
Gladys Colclough,GTX Basic,Streethex,Won,2017-10-06,2017-11-20,415.0
Gladys Colclough,MG Advanced,Stanredtax,Won,2017-10-06,2017-10-08,3212.0
James Ascencio,GTX Basic,Groovestreet,Won,2017-10-06,2017-12-31,457.0
Jonathan Berthelot,GTX Plus Basic,Condax,Lost,2017-10-06,2017-10-17,0.0
Jonathan Berthelot,GTX Basic,Codehow,Won,2017-10-06,2017-12-31,546.0
Lajuana Vencill,GTX Plus Basic,Statholdings,Lost,2017-10-06,2017-10-12,0.0
Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-10-06,2017-12-21,453.0
Markita Hansen,GTXPro,Hatfan,Lost,2017-10-06,2017-10-15,0.0
Moses Frase,GTX Basic,dambase,Won,2017-10-06,2017-10-07,510.0
Moses Frase,GTX Basic,Gogozoom,Won,2017-10-06,2017-10-14,552.0
Reed Clapper,MG Advanced,Zencorporation,Won,2017-10-06,2017-10-07,3203.0
Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,Won,2017-10-06,2017-10-14,6228.0
Versie Hillebrand,MG Special,dambase,Won,2017-10-06,2017-10-11,59.0
Wilburn Farren,GTXPro,Mathtouch,Lost,2017-10-06,2017-10-08,0.0
Zane Levy,GTX Plus Basic,Condax,Won,2017-10-06,2017-12-23,1129.0
Anna Snelling,GTX Plus Pro,Streethex,Won,2017-10-07,2017-10-13,5349.0
Boris Faz,GTX Plus Basic,Umbrella Corporation,Won,2017-10-07,2017-11-19,1148.0
Cassey Cress,GTX Basic,Zotware,Lost,2017-10-07,2017-10-08,0.0
Cecily Lampkin,MG Special,Toughzap,Won,2017-10-07,2017-10-19,52.0
Cecily Lampkin,MG Advanced,Finhigh,Won,2017-10-07,2017-12-28,3253.0
Daniell Hammack,GTX Plus Basic,Gekko & Co,Won,2017-10-07,2017-11-04,1267.0
Daniell Hammack,GTX Plus Basic,Initech,Won,2017-10-07,2017-10-13,1096.0
Darcel Schlecht,MG Advanced,Hottechi,Lost,2017-10-07,2017-12-23,0.0
Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,2017-10-07,2017-12-30,54.0
Hayden Neloms,MG Advanced,Green-Plus,Won,2017-10-07,2017-12-13,3293.0
Jonathan Berthelot,GTXPro,Rundofase,Won,2017-10-07,2017-12-22,4404.0
Jonathan Berthelot,GTXPro,Zumgoity,Won,2017-10-07,2017-10-09,5212.0
Kami Bicknell,GTX Basic,Plexzap,Lost,2017-10-07,2017-11-25,0.0
Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-10-07,2017-12-08,488.0
Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-10-07,2017-10-13,594.0
Markita Hansen,GTX Basic,Singletechno,Won,2017-10-07,2017-12-30,464.0
Markita Hansen,MG Special,Cheers,Won,2017-10-07,2017-12-13,53.0
Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,2017-10-07,2017-10-15,0.0
Marty Freudenburg,GTX Basic,Streethex,Won,2017-10-07,2017-10-08,661.0
Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2017-10-07,2017-10-14,1240.0
Marty Freudenburg,MG Advanced,Isdom,Won,2017-10-07,2017-12-20,2763.0
Maureen Marcano,GTX Basic,Condax,Won,2017-10-07,2017-12-05,610.0
Maureen Marcano,MG Special,Hatfan,Won,2017-10-07,2017-12-14,59.0
Moses Frase,GTX Basic,Rangreen,Won,2017-10-07,2017-10-19,577.0
Rosalina Dieter,MG Special,Kan-code,Lost,2017-10-07,2017-10-15,0.0
Vicki Laflamme,GTX Plus Basic,Finjob,Won,2017-10-07,2017-10-09,1139.0
Anna Snelling,GTX Plus Pro,Treequote,Won,2017-10-08,2017-12-30,6038.0
Boris Faz,GTXPro,Umbrella Corporation,Won,2017-10-08,2017-10-14,4605.0
Boris Faz,MG Advanced,Konex,Won,2017-10-08,2017-11-21,3264.0
Cassey Cress,MG Advanced,Betasoloin,Won,2017-10-08,2017-10-17,3472.0
Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-08,2017-10-15,1186.0
Corliss Cosme,GTX Basic,Zotware,Lost,2017-10-08,2017-10-16,0.0
Daniell Hammack,GTXPro,Sumace,Won,2017-10-08,2017-12-14,4964.0
Darcel Schlecht,MG Special,Domzoom,Lost,2017-10-08,2017-10-10,0.0
Donn Cantrell,GTX Plus Basic,Massive Dynamic,Lost,2017-10-08,2017-11-21,0.0
Garret Kinder,MG Advanced,Vehement Capital Partners,Won,2017-10-08,2017-10-20,2812.0
Gladys Colclough,GTX Plus Basic,Globex Corporation,Lost,2017-10-08,2017-10-14,0.0
Gladys Colclough,GTXPro,Toughzap,Lost,2017-10-08,2017-10-09,0.0
Hayden Neloms,MG Advanced,Blackzim,Won,2017-10-08,2017-12-22,3517.0
Jonathan Berthelot,GTXPro,dambase,Lost,2017-10-08,2017-12-26,0.0
Kami Bicknell,GTX Plus Basic,unknown,Engaging,2017-10-08,,472.0
Kami Bicknell,GTX Basic,Sunnamplex,Lost,2017-10-08,2017-10-09,0.0
Kami Bicknell,GTX Basic,Xx-holding,Won,2017-10-08,2017-10-10,608.0
Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-10-08,2017-10-16,4989.0
Kary Hendrixson,GTXPro,Newex,Won,2017-10-08,2017-11-23,4780.0
Markita Hansen,MG Special,unknown,Engaging,2017-10-08,,472.0
Markita Hansen,GTX Plus Basic,Blackzim,Lost,2017-10-08,2017-10-10,0.0
Markita Hansen,MG Special,Labdrill,Lost,2017-10-08,2017-10-14,0.0
Rosalina Dieter,MG Special,Zoomit,Lost,2017-10-08,2017-10-20,0.0
Vicki Laflamme,MG Advanced,Newex,Won,2017-10-08,2017-10-09,3023.0
Zane Levy,MG Special,unknown,Engaging,2017-10-08,,472.0
Anna Snelling,GTX Plus Pro,Conecom,Lost,2017-10-09,2017-10-17,0.0
Anna Snelling,MG Advanced,Ron-tech,Won,2017-10-09,2017-10-20,3100.0
Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-10-09,2017-12-30,6406.0
Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,2017-10-09,2017-10-15,5711.0
Daniell Hammack,GTXPro,unknown,Engaging,2017-10-09,,472.0
Daniell Hammack,MG Special,Ontomedia,Won,2017-10-09,2017-10-18,58.0
Darcel Schlecht,GTXPro,Statholdings,Lost,2017-10-09,2017-10-10,0.0
Garret Kinder,GTX Basic,Zotware,Won,2017-10-09,2017-10-10,552.0
Garret Kinder,MG Advanced,The New York Inquirer,Won,2017-10-09,2017-10-20,3215.0
Gladys Colclough,GTX Basic,Konmatfix,Lost,2017-10-09,2017-11-27,0.0
James Ascencio,GTX Plus Basic,Finjob,Won,2017-10-09,2017-11-23,1112.0
Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-10-09,2017-10-21,0.0
Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-10-09,2017-11-25,1190.0
Kami Bicknell,GTX Basic,Finjob,Won,2017-10-09,2017-12-22,446.0
Kami Bicknell,GTX Basic,Konex,Won,2017-10-09,2017-10-10,565.0
Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-10-09,2017-10-18,0.0
Markita Hansen,MG Special,unknown,Engaging,2017-10-09,,472.0
Markita Hansen,GTXPro,Singletechno,Won,2017-10-09,2017-12-25,4753.0
Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-10-09,2017-11-30,0.0
Maureen Marcano,GTX Basic,Sunnamplex,Lost,2017-10-09,2017-10-19,0.0
Niesha Huffines,GTX Basic,Statholdings,Lost,2017-10-09,2017-10-21,0.0
Niesha Huffines,GTX Plus Basic,Stanredtax,Won,2017-10-09,2017-10-10,1129.0
Rosalina Dieter,MG Special,Sunnamplex,Won,2017-10-09,2017-10-10,56.0
Rosalina Dieter,MG Advanced,Singletechno,Won,2017-10-09,2017-10-11,3435.0
Versie Hillebrand,MG Advanced,Rangreen,Won,2017-10-09,2017-10-14,3860.0
Violet Mclelland,MG Special,Yearin,Lost,2017-10-09,2017-12-23,0.0
Zane Levy,GTX Basic,Hottechi,Lost,2017-10-09,2017-10-17,0.0
Zane Levy,MG Advanced,Condax,Lost,2017-10-09,2017-10-11,0.0
Zane Levy,GTX Basic,Y-corporation,Won,2017-10-09,2017-12-17,482.0
Anna Snelling,MG Special,Codehow,Lost,2017-10-10,2017-10-19,0.0
Anna Snelling,GTX Plus Basic,Gogozoom,Won,2017-10-10,2017-10-11,1166.0
Boris Faz,MG Special,Kinnamplus,Lost,2017-10-10,2017-10-18,0.0
Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2017-10-10,2017-10-15,0.0
Daniell Hammack,GTX Plus Basic,Yearin,Lost,2017-10-10,2017-11-13,0.0
Daniell Hammack,GTXPro,Zencorporation,Won,2017-10-10,2017-12-18,5112.0
Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,2017-10-10,2017-12-26,0.0
Darcel Schlecht,GTXPro,Warephase,Lost,2017-10-10,2017-10-14,0.0
Hayden Neloms,MG Advanced,Lexiqvolax,Lost,2017-10-10,2017-10-15,0.0
Jonathan Berthelot,MG Advanced,Treequote,Won,2017-10-10,2017-10-20,3892.0
Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-10-10,2017-10-11,473.0
Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-10-10,2017-10-14,0.0
Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,2017-10-10,2017-10-11,0.0
Kary Hendrixson,GTX Basic,Faxquote,Won,2017-10-10,2017-11-20,511.0
Kary Hendrixson,GTX Basic,Hottechi,Won,2017-10-10,2017-10-12,509.0
Kary Hendrixson,GTX Basic,Labdrill,Won,2017-10-10,2017-10-22,528.0
Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-10-10,2017-10-14,549.0
Lajuana Vencill,GTX Basic,Rundofase,Lost,2017-10-10,2017-12-25,0.0
Lajuana Vencill,MG Special,Gogozoom,Lost,2017-10-10,2017-10-19,0.0
Marty Freudenburg,GTX Basic,Scottech,Lost,2017-10-10,2017-10-19,0.0
Marty Freudenburg,MG Advanced,Globex Corporation,Won,2017-10-10,2017-10-17,3578.0
Moses Frase,GTX Basic,dambase,Won,2017-10-10,2017-12-29,523.0
Rosie Papadopoulos,GTXPro,Zencorporation,Won,2017-10-10,2017-10-11,4575.0
Vicki Laflamme,GTXPro,Plusstrip,Won,2017-10-10,2017-10-12,4552.0
Zane Levy,GTX Basic,Konex,Lost,2017-10-10,2017-10-11,0.0
Zane Levy,GTX Basic,Blackzim,Won,2017-10-10,2017-12-23,551.0
Zane Levy,GTX Basic,Faxquote,Won,2017-10-10,2017-10-18,545.0
Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-10-10,2017-10-15,1134.0
Anna Snelling,MG Advanced,Statholdings,Lost,2017-10-11,2017-10-13,0.0
Anna Snelling,MG Advanced,Scottech,Won,2017-10-11,2017-10-16,3434.0
Boris Faz,GTX Basic,Condax,Won,2017-10-11,2017-12-27,505.0
Boris Faz,GTX Plus Basic,Ganjaflex,Won,2017-10-11,2017-10-21,1066.0
Cassey Cress,GTX Basic,Zathunicon,Won,2017-10-11,2017-11-12,580.0
Corliss Cosme,GTXPro,Initech,Won,2017-10-11,2017-12-20,4501.0
Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-10-11,2017-10-19,0.0
Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,2017-10-11,2017-10-13,0.0
Darcel Schlecht,GTX Plus Pro,Treequote,Won,2017-10-11,2017-11-03,6182.0
Donn Cantrell,GTXPro,Bubba Gump,Won,2017-10-11,2017-10-12,4763.0
Donn Cantrell,MG Advanced,Gekko & Co,Won,2017-10-11,2017-10-20,3024.0
Garret Kinder,MG Special,Ganjaflex,Lost,2017-10-11,2017-10-12,0.0
James Ascencio,GTX Basic,Green-Plus,Lost,2017-10-11,2017-10-13,0.0
James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-10-11,2017-10-19,6751.0
James Ascencio,MG Special,Goodsilron,Won,2017-10-11,2017-10-18,54.0
Jonathan Berthelot,GTX Basic,Stanredtax,Won,2017-10-11,2017-12-25,592.0
Jonathan Berthelot,GTX Plus Basic,Cancity,Won,2017-10-11,2017-10-22,969.0
Kami Bicknell,MG Special,Dalttechnology,Won,2017-10-11,2017-10-12,48.0
Kary Hendrixson,GTX Basic,Konex,Lost,2017-10-11,2017-10-13,0.0
Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,2017-10-11,2017-12-23,0.0
Kary Hendrixson,GTX Plus Pro,Hatfan,Won,2017-10-11,2017-10-21,6555.0
Lajuana Vencill,MG Advanced,Treequote,Lost,2017-10-11,2017-10-19,0.0
Markita Hansen,MG Special,unknown,Engaging,2017-10-11,,472.0
Marty Freudenburg,GTX Plus Pro,Bioholding,Won,2017-10-11,2017-12-15,5271.0
Rosalina Dieter,MG Advanced,Zoomit,Engaging,2017-10-11,,472.0
Rosie Papadopoulos,MG Special,Kan-code,Lost,2017-10-11,2017-11-22,0.0
Rosie Papadopoulos,GTX Basic,Yearin,Won,2017-10-11,2017-12-10,472.0
Versie Hillebrand,GTX Plus Pro,Cancity,Won,2017-10-11,2017-11-29,5211.0
Vicki Laflamme,GTX Basic,Y-corporation,Won,2017-10-11,2017-12-11,430.0
Zane Levy,GTX Basic,Silis,Engaging,2017-10-11,,472.0
Zane Levy,GTX Basic,Fasehatice,Lost,2017-10-11,2017-10-20,0.0
Zane Levy,GTXPro,Singletechno,Won,2017-10-11,2017-12-22,4545.0
Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-12,2017-10-19,0.0
Corliss Cosme,GTX Plus Basic,unknown,Engaging,2017-10-12,,472.0
Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-12,2017-10-17,0.0
Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-10-12,2017-10-13,0.0
Jonathan Berthelot,GTX Basic,Scottech,Won,2017-10-12,2017-10-21,528.0
Jonathan Berthelot,GTXPro,Conecom,Won,2017-10-12,2017-12-28,5064.0
Jonathan Berthelot,MG Advanced,Conecom,Won,2017-10-12,2017-12-06,3203.0
Kami Bicknell,GTX Basic,Scotfind,Won,2017-10-12,2017-11-02,549.0
Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-10-12,2017-10-23,594.0
Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-12,2017-10-21,0.0
Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-12,2017-10-22,0.0
Markita Hansen,GTX Basic,Labdrill,Won,2017-10-12,2017-11-01,529.0
Maureen Marcano,GTXPro,Fasehatice,Won,2017-10-12,2017-10-17,4505.0
Moses Frase,GTX Basic,Finhigh,Won,2017-10-12,2017-12-11,457.0
Moses Frase,MG Advanced,Warephase,Won,2017-10-12,2017-10-13,3090.0
Reed Clapper,MG Special,Zencorporation,Won,2017-10-12,2017-10-14,53.0
Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,2017-10-12,2017-10-17,1004.0
Zane Levy,MG Advanced,Hottechi,Lost,2017-10-12,2017-10-19,0.0
Zane Levy,GTX Basic,J-Texon,Won,2017-10-12,2017-10-21,696.0
Anna Snelling,MG Special,Treequote,Lost,2017-10-13,2017-10-22,0.0
Cassey Cress,GTX Plus Basic,Opentech,Won,2017-10-13,2017-10-23,888.0
Cecily Lampkin,MG Advanced,Warephase,Lost,2017-10-13,2017-10-18,0.0
Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-10-13,2017-10-20,0.0
Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-10-13,2017-11-21,0.0
Daniell Hammack,GTXPro,Konex,Lost,2017-10-13,2017-10-22,0.0
Darcel Schlecht,GTXPro,Gogozoom,Won,2017-10-13,2017-10-24,4767.0
Darcel Schlecht,GTXPro,Hottechi,Won,2017-10-13,2017-12-20,4869.0
Darcel Schlecht,MG Advanced,Ron-tech,Won,2017-10-13,2017-10-14,3475.0
Donn Cantrell,GTX Basic,Initech,Lost,2017-10-13,2017-10-15,0.0
Donn Cantrell,MG Special,Donware,Lost,2017-10-13,2017-12-09,0.0
Donn Cantrell,MG Advanced,Kan-code,Lost,2017-10-13,2017-12-10,0.0
Hayden Neloms,GTX Plus Basic,Rantouch,Lost,2017-10-13,2017-10-20,0.0
Hayden Neloms,MG Advanced,Kan-code,Won,2017-10-13,2017-10-14,3250.0
James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-10-13,2017-12-03,0.0
Kami Bicknell,GTX Plus Basic,unknown,Engaging,2017-10-13,,472.0
Kary Hendrixson,GTX Basic,Hottechi,Engaging,2017-10-13,,472.0
Markita Hansen,GTX Basic,unknown,Engaging,2017-10-13,,472.0
Markita Hansen,MG Advanced,Nam-zim,Lost,2017-10-13,2017-10-18,0.0
Maureen Marcano,MG Advanced,Cheers,Lost,2017-10-13,2017-10-25,0.0
Moses Frase,MG Advanced,Inity,Lost,2017-10-13,2017-11-29,0.0
Moses Frase,GTX Plus Basic,Rangreen,Won,2017-10-13,2017-10-26,978.0
Reed Clapper,MG Special,Bubba Gump,Won,2017-10-13,2017-12-14,49.0
Versie Hillebrand,MG Special,Stanredtax,Won,2017-10-13,2017-10-24,49.0
Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,2017-10-13,2017-10-22,0.0
Vicki Laflamme,GTX Basic,Hottechi,Won,2017-10-13,2017-12-10,563.0
Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-13,2017-10-21,0.0
Violet Mclelland,MG Special,Donware,Lost,2017-10-13,2017-10-15,0.0
Violet Mclelland,MG Special,Zencorporation,Won,2017-10-13,2017-10-24,53.0
Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-14,2017-10-26,1168.0
Corliss Cosme,GTX Basic,The New York Inquirer,Won,2017-10-14,2017-11-17,560.0
Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,2017-10-14,2017-12-30,0.0
Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-10-14,2017-10-15,0.0
Darcel Schlecht,MG Special,Bioholding,Lost,2017-10-14,2017-10-21,0.0
Darcel Schlecht,GTXPro,Dontechi,Won,2017-10-14,2017-10-18,4810.0
Donn Cantrell,MG Special,Donware,Lost,2017-10-14,2017-11-01,0.0
Donn Cantrell,GTXPro,Silis,Won,2017-10-14,2017-10-24,4521.0
Garret Kinder,GTX Basic,Opentech,Lost,2017-10-14,2017-10-18,0.0
Garret Kinder,GTX Plus Basic,Donquadtech,Lost,2017-10-14,2017-10-15,0.0
Hayden Neloms,GTX Plus Basic,Hatfan,Won,2017-10-14,2017-10-15,881.0
James Ascencio,GTX Basic,Finjob,Lost,2017-10-14,2017-11-30,0.0
Jonathan Berthelot,GTX Basic,Conecom,Won,2017-10-14,2017-10-22,472.0
Kami Bicknell,GTX Basic,Newex,Won,2017-10-14,2017-12-03,562.0
Lajuana Vencill,GTX Basic,Conecom,Lost,2017-10-14,2017-10-20,0.0
Lajuana Vencill,MG Special,Toughzap,Won,2017-10-14,2017-10-16,42.0
Marty Freudenburg,GTXPro,Streethex,Lost,2017-10-14,2017-10-18,0.0
Marty Freudenburg,GTX Basic,Dontechi,Won,2017-10-14,2017-12-26,615.0
Niesha Huffines,GTX Plus Basic,Ron-tech,Lost,2017-10-14,2017-12-31,0.0
Rosalina Dieter,MG Advanced,Newex,Lost,2017-10-14,2017-10-23,0.0
Versie Hillebrand,MG Special,Scottech,Won,2017-10-14,2017-10-22,58.0
Vicki Laflamme,GTX Plus Pro,unknown,Engaging,2017-10-14,,472.0
Vicki Laflamme,MG Special,Green-Plus,Lost,2017-10-14,2017-11-01,0.0
Zane Levy,GTX Plus Pro,Hatfan,Lost,2017-10-14,2017-10-23,0.0
Zane Levy,GTXPro,Xx-holding,Won,2017-10-14,2017-10-15,4882.0
Anna Snelling,MG Special,Isdom,Lost,2017-10-15,2017-10-24,0.0
Cassey Cress,GTXPro,Toughzap,Engaging,2017-10-15,,472.0
Cassey Cress,GTX Plus Pro,Zotware,Lost,2017-10-15,2017-10-24,0.0
Cecily Lampkin,MG Advanced,Streethex,Lost,2017-10-15,2017-10-16,0.0
Daniell Hammack,GTX Plus Pro,Ganjaflex,Lost,2017-10-15,2017-10-25,0.0
Daniell Hammack,GTXPro,Kinnamplus,Won,2017-10-15,2017-11-01,5113.0
Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-10-15,2017-10-16,1154.0
Darcel Schlecht,GTXPro,Dontechi,Won,2017-10-15,2017-10-16,4885.0
Darcel Schlecht,GTXPro,Streethex,Won,2017-10-15,2017-10-16,4936.0
Donn Cantrell,GTX Plus Basic,Condax,Won,2017-10-15,2017-10-28,1062.0
Gladys Colclough,GTXPro,Codehow,Lost,2017-10-15,2017-10-19,0.0
Hayden Neloms,MG Special,Faxquote,Lost,2017-10-15,2017-10-21,0.0
Hayden Neloms,GTX Plus Basic,Groovestreet,Won,2017-10-15,2017-12-20,954.0
Kary Hendrixson,GTX Basic,Finjob,Lost,2017-10-15,2017-10-23,0.0
Kary Hendrixson,GTX Basic,Konex,Lost,2017-10-15,2017-10-26,0.0
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-10-15,2017-10-16,868.0
Kary Hendrixson,GTX Plus Pro,Doncon,Won,2017-10-15,2017-11-26,5867.0
Kary Hendrixson,GTXPro,Fasehatice,Won,2017-10-15,2017-10-16,5344.0
Lajuana Vencill,MG Special,dambase,Lost,2017-10-15,2017-10-21,0.0
Marty Freudenburg,GTX Plus Pro,Globex Corporation,Lost,2017-10-15,2017-10-24,0.0
Marty Freudenburg,GTXPro,Streethex,Lost,2017-10-15,2017-10-23,0.0
Moses Frase,GTX Plus Pro,Codehow,Won,2017-10-15,2017-10-23,5449.0
Reed Clapper,MG Advanced,The New York Inquirer,Lost,2017-10-15,2017-12-27,0.0
Reed Clapper,GTX Plus Pro,Initech,Won,2017-10-15,2017-11-28,4500.0
Versie Hillebrand,MG Special,Inity,Lost,2017-10-15,2017-10-25,0.0
Wilburn Farren,MG Special,Sumace,Won,2017-10-15,2017-10-23,51.0
Zane Levy,GTX Plus Pro,Dalttechnology,Won,2017-10-15,2017-10-23,6637.0
Anna Snelling,MG Special,Stanredtax,Won,2017-10-16,2017-12-13,57.0
Cecily Lampkin,GTX Plus Basic,Statholdings,Won,2017-10-16,2017-11-03,990.0
Corliss Cosme,GTXPro,Zencorporation,Won,2017-10-16,2017-10-17,4247.0
Daniell Hammack,GTX Plus Basic,Sumace,Won,2017-10-16,2017-12-25,1008.0
Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-10-16,2017-10-19,0.0
Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-16,2017-10-17,0.0
Darcel Schlecht,GTXPro,Ron-tech,Won,2017-10-16,2017-10-25,4834.0
Darcel Schlecht,MG Advanced,Conecom,Won,2017-10-16,2017-10-17,3490.0
Donn Cantrell,GTX Basic,Initech,Lost,2017-10-16,2017-10-26,0.0
Gladys Colclough,MG Special,Codehow,Lost,2017-10-16,2017-10-24,0.0
Hayden Neloms,MG Advanced,Cheers,Won,2017-10-16,2017-10-20,3744.0
Kami Bicknell,GTXPro,Sonron,Lost,2017-10-16,2017-10-22,0.0
Kary Hendrixson,GTX Basic,Faxquote,Lost,2017-10-16,2017-10-26,0.0
Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-10-16,2017-10-21,0.0
Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-10-16,2017-11-12,591.0
Kary Hendrixson,MG Special,Dalttechnology,Won,2017-10-16,2017-10-24,48.0
Markita Hansen,GTX Plus Basic,Golddex,Won,2017-10-16,2017-10-23,1060.0
Marty Freudenburg,GTX Plus Basic,Hottechi,Lost,2017-10-16,2017-10-21,0.0
Moses Frase,GTX Basic,Betatech,Won,2017-10-16,2017-10-28,562.0
Niesha Huffines,GTX Plus Basic,Hottechi,Lost,2017-10-16,2017-11-19,0.0
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Lost,2017-10-16,2017-10-18,0.0
Versie Hillebrand,MG Special,Isdom,Won,2017-10-16,2017-10-17,57.0
Vicki Laflamme,GTX Basic,Green-Plus,Won,2017-10-16,2017-12-21,535.0
Vicki Laflamme,GTXPro,Condax,Won,2017-10-16,2017-10-25,4580.0
Vicki Laflamme,MG Special,Lexiqvolax,Won,2017-10-16,2017-10-18,56.0
Violet Mclelland,GTX Basic,unknown,Engaging,2017-10-16,,472.0
Violet Mclelland,GTX Plus Basic,unknown,Engaging,2017-10-16,,472.0
Zane Levy,GTX Plus Pro,Goodsilron,Won,2017-10-16,2017-10-23,4942.0
Anna Snelling,MG Special,dambase,Won,2017-10-17,2017-10-23,55.0
Boris Faz,GTX Plus Pro,Yearin,Lost,2017-10-17,2017-10-25,0.0
Cassey Cress,GTXPro,Xx-zobam,Won,2017-10-17,2017-10-29,5144.0
Corliss Cosme,MG Advanced,Plussunin,Lost,2017-10-17,2017-12-13,0.0
Darcel Schlecht,GTXPro,Rundofase,Lost,2017-10-17,2017-10-24,0.0
Darcel Schlecht,GTXPro,Cancity,Won,2017-10-17,2017-10-23,5458.0
